UserID,Age,Occupation,Primary_Work_Tool,Primary_Challenge,Primary_Challenge_Severity,Work_Challenges,Desired_Features,Tech_Comfort_Level,Willing_To_Pay,Will_Subscribe
U580,32,Developer,Jupyter,Procrastination,6,Procrastination;Fatigue,AI_Task_Nudge;Slack_Integration;Adaptive_Music;Distraction_Nudge,5,22,Yes
U581,30,Developer,Jupyter,Constant_Distractions,8,Distractions;Meeting_Interruptions,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Adaptive_Music;Notification_Blocking;Productivity_Report,4,33,Yes
U582,33,Developer,VS_Code,Meeting_Interruptions,9,Meeting_Interruptions;Procrastination,AI_Task_Nudge;Predictive_Insights;Slack_Integration;Notification_Blocking;Focus_Music,5,31,Yes
U583,24,Student,Jupyter,Meeting_Interruptions,1,Meeting_Interruptions;Procrastination;Fatigue,Predictive_Insights;Notification_Blocking;AI_Task_Nudge;Productivity_Report,4,7,No
U584,43,Developer,Slack,Information_Overload,8,Information_Overload;Meeting_Interruptions;Poor_Time_Management,AI_Task_Nudge;Team_Dashboard;Calendar_Integration;Slack_Integration;Notification_Blocking;Distraction_Nudge,5,30,Yes
U585,52,Manager,Slack,Constant_Distractions,10,Distractions;Procrastination;Poor_Time_Management;Information_Overload,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Notification_Blocking;Distraction_Nudge,3,20,Yes
U586,42,Designer,Trello,Constant_Distractions,7,Distractions;Meeting_Interruptions;Fatigue,Automatic_Breaks;Calendar_Integration;Notification_Blocking;Slack_Integration;Productivity_Report,4,26,Yes
U587,42,Designer,Figma,Mental_Fatigue,7,Fatigue;Creative_Block;Distractions,Automatic_Breaks;Notification_Blocking;Adaptive_Music;Distraction_Nudge,5,24,Yes
U588,18,Student,Word,Procrastination,5,Procrastination;Poor_Time_Management;Distractions,AI_Task_Nudge;Calendar_Integration;Adaptive_Music;Notification_Blocking;Productivity_Report,5,13,No
U589,26,Student,Notion,Constant_Distractions,6,Distractions;Fatigue;Procrastination,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Notification_Blocking;Slack_Integration;Productivity_Report;Focus_Music,3,15,Yes
U590,38,Manager,Trello,Procrastination,2,Procrastination;Poor_Time_Management;Information_Overload,Calendar_Integration;Predictive_Insights;Team_Dashboard;Productivity_Report,3,9,No
U591,31,Analyst,Excel,Creative_Block,6,Creative_Block;Fatigue;Meeting_Interruptions,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Notification_Blocking;Productivity_Report,4,23,Yes
U592,28,Developer,Slack,Meeting_Interruptions,6,Meeting_Interruptions;Fatigue,Adaptive_Music;Calendar_Integration;Predictive_Insights;Productivity_Report,5,28,Yes
U593,37,Designer,Excel,Mental_Fatigue,6,Fatigue;Creative_Block;Distractions;Meeting_Interruptions,Predictive_Insights;Team_Dashboard;Adaptive_Music;Focus_Music;Notification_Blocking;Slack_Integration;Distraction_Nudge,5,26,Yes
U594,34,Analyst,Excel,Procrastination,7,Procrastination;Information_Overload;Distractions,Predictive_Insights;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,27,No
U595,26,Student,Google_Docs,Procrastination,7,Procrastination;Distractions;Information_Overload,Predictive_Insights;Slack_Integration;Notification_Blocking;Productivity_Report,3,12,No
U596,35,Researcher,Jupyter,Constant_Distractions,6,Distractions;Information_Overload,Predictive_Insights;Calendar_Integration;Notification_Blocking,5,27,Yes
U597,28,Student,Trello,Information_Overload,3,Information_Overload;Fatigue;Poor_Time_Management,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Adaptive_Music;Productivity_Report,3,8,Yes
U598,33,Developer,PyCharm,Constant_Distractions,4,Distractions;Information_Overload,Slack_Integration;Notification_Blocking;Productivity_Report,4,22,No
U599,35,Manager,Trello,Information_Overload,5,Information_Overload;Poor_Time_Management,Calendar_Integration;Predictive_Insights;Team_Dashboard;Productivity_Report,4,15,Yes
U600,32,Analyst,Excel,Information_Overload,7,Information_Overload;Distractions,Automatic_Breaks;Slack_Integration;Adaptive_Music;Productivity_Report,4,24,Yes
